# Reaction HUMAnN v4.0.0.alpha.1	SRR7947168	SRR7947171	SRR7947175	SRR7947187
3.5.1.77-RXN	3.93725e-05		1.45609e-05	2.91945e-05
RXN-13037	3.92581e-05		8.67225e-05	
RXN0-947	3.92581e-05		8.67225e-05	
4.3.1.14-RXN	3.91895e-05		4.22455e-05	
RXN-11574	3.91408e-05	4.98786e-05	5.87399e-05	6.26514e-05
DIHYDROPYRIMIDINASE-RXN	3.89916e-05			4.85516e-05
RXN-11211	3.89916e-05			4.85516e-05
RXN-11217	3.89916e-05			4.85516e-05
RXN-8667	3.89123e-05		3.92946e-05	8.1381e-05
ACETATE--COA-LIGASE-RXN	3.88854e-05	0.000111676	5.96225e-05	6.81859e-05
RXN-18446	3.88854e-05	0.000111676	5.96225e-05	6.81859e-05
RXN-18447	3.88854e-05	0.000111676	5.96225e-05	6.81859e-05
RXN-18448	3.88854e-05	0.000111676	5.96225e-05	6.81859e-05
TEICHOICSYN5-RXN	3.88074e-05		8.26986e-05	
DIMETHUROPORDEHYDROG-RXN	3.85505e-05	0.0001066	6.47862e-05	7.99572e-05
TAGAALDOL-RXN	3.85e-05	0.000309914	3.38573e-05	0.000295658
ATPPHOSPHORIBOSYLTRANS-RXN	3.84327e-05	3.82143e-05	0.000127874	0.00021012
2.7.7.33-RXN	3.837e-05		0.000135182	
ASPARTASE-RXN	3.83483e-05	3.7276e-05	9.85166e-05	8.59223e-05
RXN-12472	3.83346e-05		1.87178e-05	3.04109e-05
RXN-969	3.79976e-05			0.000108871
S-2-HYDROXY-ACID-OXIDASE-RXN	3.79976e-05			0.000108871
RXN-17380	3.79525e-05			
FERREDOXIN--NAD+-REDUCTASE-RXN	3.79487e-05	2.23561e-05		9.678e-05
RXN-12365	3.79487e-05	2.23561e-05		9.678e-05
1.11.1.15-RXN	3.79085e-05	0.000120154	8.28512e-05	0.000125927
RXN0-267	3.79085e-05	0.000120154	8.28512e-05	0.000125927
RXN-15204	3.77768e-05	0.000130466	5.7219e-05	4.7959e-05
IMIDAZOLONEPROPIONASE-RXN	3.73264e-05	0.000126684	0.000112713	
THRESYN-RXN	3.72255e-05	0.000150395	7.39e-05	0.000147145
RXN0-3942	3.72177e-05			3.15588e-05
FARNESYLTRANSTRANSFERASE-RXN	3.70668e-05	2.66501e-05	2.44056e-05	1.14245e-05
GALACTARDEHYDRA-RXN	3.6993e-05	0.000114115		5.81774e-05
3.4.25.1-RXN	3.69912e-05	0.0008359	6.35228e-05	6.64273e-05
RXN-9789	3.69663e-05			
RXN-9929	3.68278e-05	0.000204473	9.87973e-05	
RXN-18588	3.64801e-05			
RXN-18589	3.64801e-05			
2.1.1.34-RXN	3.6406e-05			4.95898e-05
RXN-9310	3.6392e-05			9.11148e-05
ARYL-ALCOHOL-DEHYDROGENASE-NADP+-RXN	3.6358e-05	3.98634e-05		
ARYL-ALCOHOL-DEHYDROGENASE-RXN	3.6358e-05			4.20795e-05
BENZYL-ALC-DEHYDROGENASE-RXN	3.6358e-05			4.20795e-05
BENZYL-ALCOHOL-DEHYDROGENASE-RXN	3.6358e-05			4.20795e-05
RXN-16953	3.6358e-05			4.20795e-05
RXN-16954	3.6358e-05			4.20795e-05
RXN-19387	3.6358e-05	3.98634e-05		
RXN-8580	3.6358e-05			4.20795e-05
RXN-8581	3.6358e-05			4.20795e-05
RXN-9909	3.6358e-05			4.20795e-05
RXN0-5141	3.6358e-05	3.98634e-05		
RXN1G-1435	3.62524e-05		3.81443e-05	9.72565e-05
RXN1G-1436	3.62524e-05		3.81443e-05	9.72565e-05
RXN1G-1437	3.62524e-05		3.81443e-05	9.72565e-05
RXN1G-1438	3.62524e-05		3.81443e-05	9.72565e-05
RXN1G-1439	3.62524e-05		3.81443e-05	9.72565e-05
TREHALOSEPHOSPHA-RXN	3.62524e-05		3.81443e-05	9.72565e-05
PURINE-NUCLEOSIDASE-RXN	3.6187e-05			
RXN0-363	3.6187e-05			
RXN0-366	3.6187e-05			
RXN-10966	3.61793e-05			
RXN-12819	3.61793e-05			
RXN-12820	3.61793e-05			
2.3.1.157-RXN	3.60642e-05		1.18656e-05	
GCVT-RXN	3.60271e-05		9.43986e-05	0.00013713
RXN-9935	3.59357e-05		6.33853e-05	
RXN-8850	3.55287e-05		4.04015e-05	0.000114715
GLUTAMATE-N-ACETYLTRANSFERASE-RXN	3.55017e-05		2.66804e-05	0.000136182
1.21.4.1-RXN	3.53926e-05			
PGLYCEROLTRANSI-RXN	3.52541e-05			
RXN-10604	3.51715e-05			
RXN-12037	3.51715e-05			
THYROXINE-DEIODINASE-RXN	3.51715e-05			
RXN1G-4	3.50645e-05			
RXN-17127	3.50627e-05		1.75712e-05	8.48818e-05
RXN0-1141	3.50627e-05		1.75712e-05	8.48818e-05
RXN0-5098	3.50627e-05		1.75712e-05	8.48818e-05
PHOSPHONOACETALDEHYDE-HYDROLASE-RXN	3.48304e-05			5.07851e-05
RXN-9990	3.46511e-05			
3.6.3.42-RXN	3.44295e-05			8.18101e-05
6PGLUCONOLACT-RXN	3.43469e-05		4.87917e-05	
GLUTATHIONE-PEROXIDASE-RXN	3.43053e-05		6.34852e-05	
TREHALOSE6PSYN-RXN	3.42395e-05		1.56903e-05	
DETHIOBIOTIN-SYN-RXN	3.41998e-05	4.38706e-05	3.48423e-05	
3.2.1.65-RXN	3.41839e-05		4.26861e-06	
RXN-16060	3.39514e-05		0.00013246	
MALTOSE-PHOSPHORYLASE-RXN	3.39351e-05			
RXN-13191	3.3858e-05		0.000113618	
RXN-11833	3.38301e-05	0.000100186	2.82611e-05	5.40563e-05
O-SUCCINYLBENZOATE-COA-SYN-RXN	3.37795e-05		1.19646e-05	4.33422e-05
1.2.99.7-RXN	3.37438e-05			
ISOPROPANOL-DEHYDROGENASE-NADP+-RXN	3.37388e-05			3.02371e-05
RXN-14149	3.35391e-05		3.65982e-05	
ALDHDEHYDROG-RXN	3.35257e-05	3.68051e-05		0.000240656
R222-RXN	3.35257e-05	3.68051e-05		0.000240656
RXN-10089	3.35257e-05	3.68051e-05		0.000240656
RXN-10715	3.35257e-05	3.68051e-05		0.000240656
RXN-10780	3.35257e-05	3.68051e-05		0.000240656
RXN-10912	3.35257e-05	3.68051e-05		0.000240656
RXN-10917	3.35257e-05	3.68051e-05		0.000240656
RXN-14224	3.35257e-05	3.68051e-05		0.000240656
RXN-14225	3.35257e-05	3.68051e-05		0.000240656
RXN-14280	3.35257e-05	3.68051e-05		0.000240656
RXN-16653	3.35257e-05	3.68051e-05		0.000240656
RXN-16654	3.35257e-05	3.68051e-05		0.000240656
RXN-16655	3.35257e-05	3.68051e-05		0.000240656
RXN-16656	3.35257e-05	3.68051e-05		0.000240656
RXN-17808	3.35257e-05	3.68051e-05		0.000240656
RXN-20649	3.35257e-05	3.68051e-05		0.000240656
RXN-3443	3.35257e-05	3.68051e-05		0.000240656
RXN-37	3.35257e-05	3.68051e-05		0.000240656
RXN-4142	3.35257e-05	3.68051e-05		0.000240656
RXN66-3	3.35257e-05	3.68051e-05		0.000240656
RXN66-472	3.35257e-05	3.68051e-05		0.000240656
RXN66-476	3.35257e-05	3.68051e-05		0.000240656
RXN66-479	3.35257e-05	3.68051e-05		0.000240656
RXN6666-5	3.35257e-05	3.68051e-05		0.000240656
RXN-11891	3.34809e-05	2.49384e-05	4.76611e-05	5.63691e-05
RXN-11892	3.34809e-05	2.49384e-05	4.76611e-05	5.63691e-05
RXN-15215	3.34809e-05	2.49384e-05	4.76611e-05	5.63691e-05
RXN-12345	3.34362e-05		3.38997e-05	
5.3.1.23-RXN	3.33459e-05		1.51249e-05	2.29838e-05
RXN-21315	3.33459e-05		1.51249e-05	2.29838e-05
GLYCERONE-KINASE-RXN	3.33052e-05	7.98285e-05		3.66193e-05
2-NITROPROPANE-DIOXYGENASE-RXN	3.32191e-05	0.000309885	0.000119117	0.000161402
RXN-16322	3.32191e-05	0.000309885	0.000119117	0.000161402
H2SOXIREDPYRO-RXN	3.30356e-05			
RXN-8269	3.30356e-05			
CREATINASE-RXN	3.28574e-05			
NICOTINAMID-RXN	3.28409e-05			
RNA-DIRECTED-RNA-POLYMERASE-RXN	3.26444e-05	6.16818e-05	2.2323e-05	0.000103249
2.7.7.39-RXN	3.25087e-05		2.50524e-05	
RXN-8992	3.2471e-05	0.000188396	4.22097e-05	3.44561e-05
DIHYDROOROTATE-DEHYDROGENASE-RXN	3.2439e-05	0.000204473		
RXN0-6491	3.2439e-05	0.000204473		
RXN0-6554	3.2439e-05	0.000204473		
RXN-12463	3.20799e-05		3.79934e-05	2.90742e-05
3.2.1.70-RXN	3.19992e-05		7.10906e-06	5.30476e-05
LXULRU5P-RXN	3.19346e-05	5.03817e-05		
RXN-15085	3.1895e-05		7.45066e-06	
RXN-15158	3.1895e-05		7.45066e-06	
RXN-15159	3.1895e-05		7.45066e-06	
RXN-13179	3.1694e-05	3.87637e-05	8.58885e-05	
D-THREO-ALDOSE-1-DEHYDROGENASE-RXN	3.16412e-05		3.8686e-05	
ALTRODEHYDRAT-RXN	3.1582e-05	2.55966e-05		4.50063e-05
RXN-10642	3.15067e-05		2.75938e-05	2.74526e-05
UROGENDECARBOX-RXN	3.15067e-05		2.75938e-05	2.74526e-05
3-OXOADIPATE-ENOL-LACTONASE-RXN	3.10094e-05	5.92458e-05	2.85326e-05	
RXN-10083	3.10094e-05	5.92458e-05	2.85326e-05	
RXN-12173	3.09337e-05			
SUCCDIAMINOPIMDESUCC-RXN	3.07758e-05	5.55881e-05	5.36216e-05	0.000134707
LYSOPHOSPHOLIPASE-RXN	3.07243e-05	6.29998e-05		
RXN-15035	3.07243e-05	6.29998e-05		
RXN-16225	3.07243e-05	6.29998e-05		
RXN-19311	3.07243e-05	6.29998e-05		
RXN-19312	3.07243e-05	6.29998e-05		
RXN-21069	3.07243e-05	6.29998e-05		
3.4.19.11-RXN	3.06772e-05	2.76184e-05	0.000115996	4.83104e-05
3.4.17.13-RXN	3.05299e-05	9.96196e-05	2.65953e-05	5.00334e-05
RXN-16664	3.05299e-05	9.96196e-05	2.65953e-05	5.00334e-05
RXN0-5227	3.05299e-05	9.96196e-05	2.65953e-05	5.00334e-05
PROPANEDIOL-DEHYDRATASE-RXN	3.03181e-05	0.000213945		0.000118168
RXN-21079	3.03181e-05	0.000213945		0.000118168
3.6.3.40-RXN	3.03144e-05		9.67455e-06	3.82057e-05
RXN-18028	3.03144e-05		9.67455e-06	3.82057e-05
RXN-18029	3.03144e-05		9.67455e-06	3.82057e-05
TRANS-RXN-314	3.03144e-05		9.67455e-06	3.82057e-05
RXN-8344	3.02857e-05	3.96427e-05		0.000161132
1.1.1.264-RXN	2.98893e-05			
L-IDONATE-2-DEHYDROGENASE-RXN	2.98893e-05			
PHOSPHATE-BUTYRYLTRANSFERASE-RXN	2.98817e-05		3.93809e-05	
RXN-8766	2.97361e-05		1.32037e-05	
RXN-11746	2.94577e-05			
3.4.21.96-RXN	2.92865e-05		1.04615e-05	2.68778e-05
URITRANS-RXN	2.91297e-05			4.20625e-05
4.1.1.83-RXN	2.90691e-05		1.58988e-05	5.18226e-05
RXN-20409	2.90691e-05		1.58988e-05	5.18226e-05
4.2.2.7-RXN	2.90365e-05		1.03276e-05	
UREIDOGLYCOLATE-LYASE-RXN	2.89927e-05		3.97555e-05	
GTP-CYCLOHYDRO-II-RXN	2.8932e-05	4.27967e-05	0.000165037	7.40354e-05
3-OXOSTEROID-1-DEHYDROGENASE-RXN	2.88332e-05			
RXN-12690	2.88332e-05			
RXN-12714	2.88332e-05			
RXN-12741	2.88332e-05			
RXN-21431	2.88332e-05			
RXN-21484	2.88332e-05			
3.1.4.1-RXN	2.87646e-05		1.36433e-05	
RXN-11023	2.87316e-05			
RXN-8061	2.87316e-05			
1.1.1.272-RXN	2.85678e-05		3.92758e-05	
RXN-13719	2.85678e-05		3.92758e-05	
RXN-17525	2.85678e-05		3.92758e-05	
VINYLACETYL-COA-DELTA-ISOMERASE-RXN	2.83978e-05			
N-ACYLGLUCOSAMINE-2-EPIMERASE-RXN	2.83859e-05			
R381-RXN	2.83859e-05			
RXN-16006	2.83859e-05			
GLY3KIN-RXN	2.83844e-05		1.08553e-05	3.97879e-05
2.1.1.71-RXN	2.83819e-05			
RXN4FS-2	2.83819e-05			
DEHYDOGLUCONOKINASE-RXN	2.83326e-05			
DAPASYN-RXN	2.83082e-05		1.98953e-05	5.55538e-05
CEPHALOSPORIN-C-DEACETYLASE-RXN	2.8269e-05		2.85115e-05	2.98533e-05
3.2.1.78-RXN	2.82571e-05	2.88251e-05	6.18227e-05	
O-SUCCINYLBENZOATE-COA-LIG-RXN	2.82557e-05		2.1357e-05	3.93502e-05
D--TARTRATE-DEHYDRATASE-RXN	2.81456e-05		3.78123e-05	
RXN-14459	2.80405e-05		3.23212e-05	
CYCLOMALTODEXTRINASE-RXN	2.79933e-05		4.49226e-05	4.59655e-05
PHOSPHOKETOLASE-RXN	2.78635e-05		9.95765e-06	
TRANS-HEXAPRENYLTRANSTRANSFERASE-RXN	2.76916e-05	6.58472e-05		
RXN-9988	2.75668e-05		1.19646e-05	3.61306e-05
SAMDECARB-RXN	2.75642e-05			8.7619e-05
ETHAMLY-RXN	2.75364e-05	8.50896e-05		9.51394e-05
GLYCDEH-RXN	2.74536e-05	0.000123947		0.000242325
RXN0-6377	2.73945e-05	3.68283e-05		5.65935e-05
3.2.2.23-RXN	2.7298e-05		6.00267e-05	0.000103921
RXN-18435	2.7298e-05		6.00267e-05	0.000103921
RXN-21266	2.7298e-05		6.00267e-05	0.000103921
RXN-19490	2.71754e-05	4.24331e-05		1.85341e-05
RXN0-1382	2.71754e-05	4.24331e-05		1.85341e-05
MANNURONATE-REDUCTASE-RXN	2.71177e-05		5.45829e-05	
RXN-14559	2.69994e-05	2.74752e-05	1.61436e-05	1.54159e-05
RXN-12480	2.6978e-05	5.33001e-05	0.000122961	
RIBOSYLPYRIMIDINE-NUCLEOSIDASE-RXN	2.6925e-05	8.49732e-05		
TUBULIN-N-ACETYLTRANSFERASE-RXN	2.69078e-05	5.71322e-05		3.00227e-05
RXN-11867	2.67534e-05			
3.1.1.23-RXN	2.66929e-05		3.24103e-05	4.54258e-05
RXN-15088	2.66929e-05		3.24103e-05	4.54258e-05
RXN-15089	2.66929e-05		3.24103e-05	4.54258e-05
RXN-18935	2.66929e-05		3.24103e-05	4.54258e-05
L-RHAMNONATE-DEHYDRATASE-RXN	2.66742e-05			5.75394e-05
1.1.1.250-RXN	2.6666e-05			
GLYC3PDEHYDROG-RXN	2.65271e-05	2.64085e-05		4.6618e-05
RXN-15740	2.65271e-05	2.64085e-05		4.6618e-05
RXN-15745	2.65271e-05	2.64085e-05		4.6618e-05
RXN-21405	2.65271e-05	2.64085e-05		4.6618e-05
RXN0-5258-Yeast	2.65271e-05	2.64085e-05		4.6618e-05
RXN0-5260	2.65271e-05	2.64085e-05		4.6618e-05
TRE6PHYDRO-RXN	2.64928e-05			1.74062e-05
3.4.24.11-RXN	2.63471e-05			
RXN-6702	2.6274e-05	0.000131385		4.71403e-05
RXN-8060	2.61532e-05			
PEPSYNTH-RXN	2.60909e-05	5.68108e-05	7.27377e-05	0.000138834
TEICHOICSYN4-RXN	2.60156e-05		7.11788e-06	2.43141e-05
VALINE-PYRUVATE-AMINOTRANSFER-RXN	2.59972e-05			8.73065e-05
ACID-PHOSPHATASE-RXN	2.57608e-05	0.000174824	4.70062e-05	0.000163995
CONIFERIN-BETA-GLUCOSIDASE-RXN	2.54199e-05			
RXN-14533	2.53409e-05			
RXN-14377	2.51856e-05		5.05336e-05	9.14196e-05
RXN-3962	2.51856e-05		5.05336e-05	9.14196e-05
RIBOSYLNICOTINAMIDE-KINASE-RXN	2.5107e-05		1.51572e-05	
DIAMINOPIMDECARB-RXN	2.49688e-05		7.98711e-05	8.64338e-05
2.7.8.6-RXN	2.49397e-05			
PHOSPHASERSYN-RXN	2.48327e-05	0.000128407	8.9058e-05	8.09281e-05
1.15.1.2-RXN	2.47266e-05		0.000130023	0.000195639
3.1.2.14-RXN	2.46242e-05	6.29998e-05	3.69003e-05	3.18765e-05
RXN-10727	2.46242e-05	6.29998e-05	3.69003e-05	3.18765e-05
RXN-12973	2.46242e-05	6.29998e-05	3.69003e-05	3.18765e-05
RXN-13011	2.46242e-05	6.29998e-05	3.69003e-05	3.18765e-05
RXN-17108	2.46242e-05	6.29998e-05	3.69003e-05	3.18765e-05
RXN-21638	2.46242e-05	6.29998e-05	3.69003e-05	3.18765e-05
RXN-21675	2.46242e-05	6.29998e-05	3.69003e-05	3.18765e-05
RXN-21706	2.46242e-05	6.29998e-05	3.69003e-05	3.18765e-05
RXN-21714	2.46242e-05	6.29998e-05	3.69003e-05	3.18765e-05
RXN-21715	2.46242e-05	6.29998e-05	3.69003e-05	3.18765e-05
RXN-21716	2.46242e-05	6.29998e-05	3.69003e-05	3.18765e-05
RXN-7902	2.46242e-05	6.29998e-05	3.69003e-05	3.18765e-05
RXN-9548	2.46242e-05	6.29998e-05	3.69003e-05	3.18765e-05
RXN-9549	2.46242e-05	6.29998e-05	3.69003e-05	3.18765e-05
RXN-9550	2.46242e-05	6.29998e-05	3.69003e-05	3.18765e-05
RXN-9551	2.46242e-05	6.29998e-05	3.69003e-05	3.18765e-05
RXN-9555	2.46242e-05	6.29998e-05	3.69003e-05	3.18765e-05
RXN66-643	2.46242e-05	6.29998e-05	3.69003e-05	3.18765e-05
RXN-8891	2.45276e-05	3.04838e-05	6.43839e-05	6.89446e-05
3.1.31.1-RXN	2.44305e-05	0.000102913		
RXN0-5038	2.43753e-05		3.16089e-05	2.99377e-05
3.5.4.30-RXN	2.42851e-05			
DCTP-DEAM-RXN	2.42851e-05	0.000112067		7.39825e-05
RXN-14118	2.42851e-05	0.000112067		7.39825e-05
3.4.22.8-RXN	2.41751e-05		2.13663e-05	
2.1.1.133-RXN	2.41502e-05		1.86569e-05	5.06363e-05
2.4.1.211-RXN	2.39472e-05	9.60574e-05	9.12244e-05	0.000289787
RXN-11576	2.3859e-05		2.06649e-05	0.000250251
2.7.7.13-RXN	2.3839e-05	4.9532e-05	6.72798e-05	0.000112009
RXN-11363	2.36196e-05		1.68488e-05	
LIPIDXSYNTHESIS-RXN	2.3585e-05		3.2225e-05	7.40699e-05
RXN-20786	2.3585e-05		3.2225e-05	7.40699e-05
2.5.1.42-RXN	2.35398e-05			8.38239e-05
2.1.1.74-RXN	2.34108e-05	0.000131447	4.81045e-05	3.09897e-05
GLYCEROL-DEHYDROGENASE-ACCEPTOR-RXN	2.33805e-05		3.21401e-05	
2.5.1.39-RXN	2.33575e-05			
4OHBENZOATE-OCTAPRENYLTRANSFER-RXN	2.33575e-05			
RXN-11368	2.33575e-05			
RXN-14291	2.33575e-05			
RXN-9003	2.33575e-05			
RXN-9222	2.33575e-05			
RXN-9230	2.33575e-05			
ORNDECARBOX-RXN	2.33027e-05			0.000195205
ACETYLSYNCLTH-RXN	2.32871e-05		5.69148e-06	
GLU6PDEHYDROG-RXN	2.32786e-05		2.40229e-05	
RXN-16819	2.31603e-05			
1.3.99.15-RXN	2.28751e-05		1.96225e-05	0.000171969
LEGHEMOGLOBIN-REDUCTASE-RXN	2.28406e-05		5.12233e-05	
RXN-15952	2.2803e-05		2.16554e-05	
RXN-8769	2.27598e-05	2.73163e-05	6.65365e-05	5.45122e-05
RXN-16745	2.26033e-05		2.57217e-05	
RXN0-6731	2.24808e-05		2.60773e-05	0.000112102
CYCLOHEXADIENYL-DEHYDROGENASE-RXN	2.23781e-05			
PREPHENATEDEHYDROG-RXN	2.23781e-05	8.61672e-05		3.5633e-05
FRUCTOSE-6-PHOSPHATE-PHOSPHOKETOLASE-RXN	2.23348e-05			
3.4.11.24-RXN	2.21988e-05	3.68439e-05	3.38694e-05	1.49795e-05
ATP-ADENYLYLTRANSFERASE-RXN	2.21132e-05		5.99974e-05	
2.4.1.161-RXN	2.19635e-05			
RXN0-7020	2.1752e-05			6.35721e-05
CDPDIGLYPYPHOSPHA-RXN	2.17016e-05			7.26349e-05
NADPH-DEHYDROGENASE-RXN	2.15912e-05	3.19314e-05	6.41628e-05	5.83085e-05
RNA-POLYMERASE-SUBUNIT-KINASE-RXN	2.15867e-05			
MCPMETEST-RXN	2.15736e-05	0.000139784	2.38533e-05	2.10817e-05
RXN0-7316	2.15298e-05	7.25413e-05		6.91281e-05
CHITIN-DEACETYLASE-RXN	2.15028e-05			
RXN-12238	2.14875e-05		1.62062e-05	
ALDEHYDE-REDUCTASE-RXN	2.14569e-05			8.91372e-06
RXN-12078	2.14569e-05			8.91372e-06
RXN-14102	2.14569e-05			8.91372e-06
RXN-8772	2.14569e-05			8.91372e-06
1.1.1.215-RXN	2.13049e-05			
RXN-12462	2.13049e-05		3.83746e-05	0.000133217
3.4.24.55-RXN	2.11907e-05	9.48633e-05	2.62423e-05	8.46376e-05
RXN-8764	2.10857e-05		9.63394e-06	0.000224134
RXN-9998	2.1077e-05		2.37816e-05	
2-OCTAPRENYL-METHOXY-BENZOQ-METH-RXN	2.10304e-05	0.000891355		
RXN-11754	2.10304e-05	0.000891355		
RXN-14116	2.10304e-05		0.000110481	6.3182e-05
RXN-9227	2.10304e-05	0.000891355		
RXN-9235	2.10304e-05	0.000891355		
RXN-9242	2.10304e-05	0.000891355		
RXN3O-54	2.10304e-05	0.000891355		
RXN-15180	2.09293e-05			4.00113e-05
TRANS-RXN-168	2.09293e-05			4.00113e-05
ACETOACETATE--COA-LIGASE-RXN	2.074e-05		2.17495e-05	
H2NEOPTERINP3PYROPHOSPHOHYDRO-RXN	2.07101e-05			
3.5.1.91-RXN	2.06191e-05			0.000144762
RXN-21418	2.06191e-05			0.000144762
3.4.24.15-RXN	2.03622e-05			
PHENDEHYD-RXN	2.03384e-05			
HYDROXYPYRUVATE-REDUCTASE-RXN	2.02999e-05		1.04404e-05	
3.4.14.4-RXN	2.02705e-05			
GLUTATHIONE-SYN-RXN	2.02597e-05			0.000114399
RXN-20401	2.02597e-05			0.000114399
RXN-20407	2.02597e-05			0.000114399
RXN-9092	2.02476e-05	0.0001554	8.50453e-05	
FOLYLPOLYGLUTAMATESYNTH-RXN	2.0128e-05	3.02726e-05	8.38279e-05	0.00014575
FORMYLTHFGLUSYNTH-RXN	2.0128e-05	3.02726e-05	8.38279e-05	0.00014575
RXN-6341	2.0128e-05	3.02726e-05	8.38279e-05	0.00014575
RXN0-2921	2.0128e-05	3.02726e-05	8.38279e-05	0.00014575
3.1.26.8-RXN	2.0098e-05		4.24702e-05	
3.2.1.74-RXN	2.0098e-05			
NUCLEOSIDE-DEOXYRIBOSYLTRANSFERASE-RXN	2.0098e-05			
RXN-12366	2.00393e-05	4.6067e-05	4.28409e-05	2.51526e-05
RXN-12367	2.00393e-05	4.6067e-05	4.28409e-05	2.51526e-05
RXN0-2001	2.00393e-05	4.6067e-05	4.28409e-05	2.51526e-05
SARCOX-RXN	1.99686e-05			9.50492e-06
3.2.1.131-RXN	1.99477e-05			1.31214e-05
ORNITHINE--OXO-ACID-AMINOTRANSFERASE-RXN	1.99148e-05	6.68545e-05	5.29105e-05	4.4654e-05
ORNITHINE-GLU-AMINOTRANSFERASE-RXN	1.99148e-05	6.68545e-05	5.29105e-05	4.4654e-05
RXN-17859	1.98535e-05			
RXN-17860	1.98535e-05			
RXN-17861	1.98535e-05			
RXN-17862	1.98535e-05			
RXN-17863	1.98535e-05			
RXN-17864	1.98535e-05			
3.2.1.156-RXN	1.98484e-05		3.8515e-05	2.60344e-05
RXN-11078	1.98476e-05	4.38157e-05		
1.1.1.261-RXN	1.98002e-05			1.80289e-05
DSERDEAM-RXN	1.9521e-05	4.04456e-05	1.65094e-05	2.30804e-05
MALATE--COA-LIGASE-RXN	1.94744e-05			0.000123058
1.8.4.12-RXN	1.93548e-05		1.35627e-05	
3.4.14.11-RXN	1.93339e-05			3.17557e-05
CYCPHOSDIESTER-RXN	1.92927e-05	2.2471e-05	4.84415e-05	5.9189e-06
RXN-14064	1.92927e-05	2.2471e-05	4.84415e-05	5.9189e-06
RXN-14091	1.92927e-05	2.2471e-05	4.84415e-05	5.9189e-06
RXN-14112	1.92927e-05	2.2471e-05	4.84415e-05	5.9189e-06
RXN-14113	1.92927e-05	2.2471e-05	4.84415e-05	5.9189e-06
UDPSUGARHYDRO-RXN	1.92927e-05		4.84415e-05	6.01447e-05
4.1.1.32-RXN	1.92903e-05		2.18553e-05	3.49274e-05
RXN-12481	1.92903e-05		2.18553e-05	3.49274e-05
ENTDB-RXN	1.92448e-05			8.52095e-05
HOLO-ACP-SYNTH-RXN	1.92448e-05			8.52095e-05
RXN-10674	1.92448e-05			8.52095e-05
RXN-10994	1.92448e-05			8.52095e-05
RXN-15889	1.92448e-05			8.52095e-05
RXN-16759	1.92448e-05			8.52095e-05
RXN-19477	1.92448e-05			8.52095e-05
RXN-19493	1.92448e-05			8.52095e-05
HISTAMINE-N-METHYLTRANSFERASE-RXN	1.90649e-05			
MALONYL-COA-ACP-TRANSACYL-RXN	1.89971e-05		0.000235589	0.0001086
RXN-20481	1.89971e-05		0.000235589	0.0001086
RXN-20482	1.89971e-05		0.000235589	0.0001086
RXN-20490	1.89971e-05		0.000235589	0.0001086
RXN-20498	1.89971e-05		0.000235589	0.0001086
RXN-12457	1.89894e-05			
6.3.2.7-RXN	1.89686e-05			
RXN0-5298	1.88448e-05		8.7233e-05	5.7673e-05
3-OCTAPRENYL-4-OHBENZOATE-DECARBOX-RXN	1.88352e-05		1.37085e-05	3.4298e-05
RXN-15309	1.88352e-05		1.37085e-05	3.4298e-05
RXN-9223	1.88352e-05		1.37085e-05	3.4298e-05
RXN-9231	1.88352e-05		1.37085e-05	3.4298e-05
RXN-9238	1.88352e-05		1.37085e-05	3.4298e-05
RXN-7637	1.88013e-05			2.13798e-05
ACYLACPSYNTH-RXN	1.87581e-05		5.51124e-05	5.02994e-06
RXN-13266	1.87581e-05		5.51124e-05	5.02994e-06
RXN-13267	1.87581e-05		5.51124e-05	5.02994e-06
RXN-13268	1.87581e-05		5.51124e-05	5.02994e-06
RXN0-4301	1.87003e-05	0.000157406	2.08618e-05	3.64303e-05
RXN-11365	1.86723e-05			
RXN-11838	1.85926e-05		1.73062e-05	
RXN-15212	1.85635e-05		1.87178e-05	
SPHINGOMYELIN-PHOSPHODIESTERASE-RXN	1.85635e-05		1.87178e-05	
RXN-15203	1.84874e-05	4.79628e-05		
RXN-12014	1.82878e-05		4.19359e-05	0.000106317
3-DEHYDRO-L-GULONATE-2-DEHYDROGENASE-RXN	1.80908e-05	8.91456e-05	3.07654e-05	
RXN0-703	1.80908e-05	8.91456e-05	3.07654e-05	
RXN-17898	1.80831e-05		3.04557e-05	
RXN-17899	1.80831e-05		3.04557e-05	
RXN-12086	1.80626e-05		2.29022e-05	5.46988e-05
RXN-12579	1.80626e-05		2.29022e-05	5.46988e-05
RXN-21399	1.80626e-05		2.29022e-05	5.46988e-05
RXN-15518	1.80445e-05			
4.2.2.2-RXN	1.80158e-05			
GLUTAMATE-DEHYDROGENASE-RXN	1.78943e-05		5.94835e-05	
RXN-20594	1.77773e-05	0.000881693		
RXN-12177	1.77565e-05	4.17741e-05	1.48314e-05	5.61432e-05
RXN-16512	1.77565e-05	4.17741e-05	1.48314e-05	5.61432e-05
TRNA-URACIL-5--METHYLTRANSFERASE-RXN	1.77467e-05	4.63775e-05	1.51773e-05	
MANNONOXIDOREDUCT-RXN	1.77035e-05	4.85623e-05	3.99128e-05	
RXN-11364	1.76777e-05		2.07996e-05	
RXN-11329	1.75884e-05			
RXN-11573	1.74728e-05		2.30866e-05	6.24365e-05
RXN0-3364	1.74728e-05			
RXN-12673	1.73412e-05		4.17237e-05	
